work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,139500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,109400,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,170500,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,85000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,72946,GB,0,GB,M
2023,Senior-level/Expert,Full-Time,Data Analyst,54365,GB,0,GB,M
2023,Executive-level/Director,Full-Time,Data Science Manager,160288,GB,0,GB,M
2023,Executive-level/Director,Full-Time,Data Science Manager,127467,GB,0,GB,M
2023,Senior-level/Expert,Full-Time,Data Engineer,80000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,65000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,124740,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,65488,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,72200,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,64980,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,153600,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,106800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,179975,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,86466,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,120000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,90000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,51039,GB,0,GB,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,42533,GB,0,GB,M
2023,Senior-level/Expert,Full-Time,Data Scientist,149076,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,82365,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,169000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,110600,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,175000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,120000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,230000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,180000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,153600,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,106800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,140000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,120000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,205920,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,171600,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,165000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,125000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,265000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,185000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,130000,US,0,US,M
2022,Entry-level/Junior,Full-Time,Data Scientist,168000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Scientist,38631,ES,50,ES,L
2023,Senior-level/Expert,Full-Time,Data Analyst,95000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,85500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,147100,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,90700,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,167580,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,87980,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,202000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,135000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,163800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,126000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,163800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,126000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,104000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,65000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Research Engineer,230000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Engineer,148000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,269000,CA,100,CA,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,158000,CA,100,CA,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,197000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,106000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,150000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,100000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,290000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,210000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,192000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,172800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,300240,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,200160,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,300240,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,200160,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,175000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Analytics Engineer,140000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,169000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,100000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,370000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,245000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,115447,GB,100,GB,L
2023,Senior-level/Expert,Full-Time,Data Analyst,110000,US,100,US,S
2023,Senior-level/Expert,Full-Time,Data Analyst,80000,US,100,US,S
2023,Entry-level/Junior,Full-Time,Data Analyst,55000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,48000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,95000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,85000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,137500,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,81500,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,323300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,184700,US,0,US,M
2021,Mid-level/Intermediate,Full-Time,Data Scientist,30000,GH,0,GH,S
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,186000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,153088,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,190000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,160000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,200000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,150000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,190000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,183310,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,240000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,180000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,200000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,150000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,299500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,245100,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,144000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,66000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,148500,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,126277,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,228000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,120000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,180000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,90000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,126500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,78000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,180000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,160000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,272000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,170000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,80000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,60000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,259000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,146000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,200000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,160000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,310000,US,100,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,239000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,142000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,95000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,155000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,139500,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,140000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,120000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,259000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,146000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,109371,HR,0,HR,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,72914,HR,0,HR,M
2023,Entry-level/Junior,Part-Time,Data Analyst,17779,PL,100,IN,L
2023,Entry-level/Junior,Full-Time,Data Scientist,19522,BR,100,BR,L
2023,Senior-level/Expert,Full-Time,Data Science Manager,247500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,172200,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,225000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,156400,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,139500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,109400,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,125000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,90000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,107309,FR,100,FR,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,75116,FR,100,FR,M
2023,Senior-level/Expert,Full-Time,Data Scientist,185900,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,129300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,139500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,109400,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,120000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,75000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,169000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,110600,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,288000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,140000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,288000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,140000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,120000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,90000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Science Manager,72914,GB,0,GB,M
2023,Mid-level/Intermediate,Full-Time,Data Science Manager,60761,GB,0,GB,M
2023,Senior-level/Expert,Full-Time,Data Scientist,215050,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,156400,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,198000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,114000,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,75000,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,60000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,204500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,142200,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,209300,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,182200,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,140000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,120000,US,0,US,M
2022,Entry-level/Junior,Full-Time,Data Scientist,85000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,48609,GB,100,GB,M
2023,Entry-level/Junior,Full-Time,Research Engineer,120000,GB,100,GB,M
2023,Entry-level/Junior,Full-Time,Research Engineer,60000,GB,100,GB,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,147100,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,90700,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,230000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,170000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,227000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,108000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,180000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,160000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,180000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,160000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,180000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,130000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,55800,ES,100,ES,M
2023,Senior-level/Expert,Full-Time,Data Analyst,51508,ES,100,ES,M
2023,Entry-level/Junior,Full-Time,Data Analyst,60000,US,100,US,L
2023,Entry-level/Junior,Full-Time,Data Analyst,50000,KW,50,US,L
2023,Senior-level/Expert,Full-Time,Data Engineer,226700,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,133300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,252000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,129000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,151902,GB,100,GB,L
2023,Entry-level/Junior,Full-Time,Data Scientist,9727,IN,0,IN,L
2023,Senior-level/Expert,Full-Time,Data Analyst,80000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,52500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,250000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,162500,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,85000,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,75000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,153600,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,106800,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,165000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,124000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,115934,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,81666,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,167580,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,87980,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,250000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,63000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Research Scientist,253750,ES,0,ES,M
2023,Senior-level/Expert,Full-Time,Research Scientist,169200,ES,0,ES,M
2023,Senior-level/Expert,Full-Time,Research Scientist,253750,ES,0,ES,M
2023,Senior-level/Expert,Full-Time,Research Scientist,169200,ES,0,ES,M
2023,Mid-level/Intermediate,Full-Time,Data Scientist,170000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Scientist,120000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,124740,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,65488,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,213580,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,163625,US,100,US,M
2023,Entry-level/Junior,Full-Time,Data Engineer,12000,VN,0,VN,L
2022,Senior-level/Expert,Full-Time,Machine Learning Engineer,375000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,101943,IE,100,IE,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,16414,IN,100,IN,L
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,220000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,170000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,235000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,210000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,180000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,115000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,200000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Architect,115000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,231250,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,138750,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,284310,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,153090,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,160000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,75000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,125000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,105000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,109371,GB,0,GB,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,85066,GB,0,GB,M
2023,Entry-level/Junior,Full-Time,Data Analyst,55000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,48000,US,0,US,M
2023,Entry-level/Junior,Full-Time,Data Analyst,100000,US,50,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,225900,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,156400,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,250000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,162500,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,318300,US,100,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,188800,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,385000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,60000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,110000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,95000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,145000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,135000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,180180,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,106020,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,93919,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,51962,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,241871,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,133832,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,170000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,90000,US,100,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,210914,US,100,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,116704,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,192500,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,140000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,149076,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,82365,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,36000,MX,100,MX,S
2023,Senior-level/Expert,Full-Time,Data Scientist,175000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,148750,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Scientist,370000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Scientist,200000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,235000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,185000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,121523,GB,0,GB,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,97218,GB,0,GB,M
2023,Senior-level/Expert,Full-Time,Data Scientist,216100,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,140800,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,145828,GB,0,GB,M
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,121523,GB,0,GB,M
2023,Senior-level/Expert,Full-Time,Applied Scientist,53654,NL,100,CA,L
2023,Entry-level/Junior,Full-Time,Data Scientist,110000,US,50,US,S
2023,Senior-level/Expert,Full-Time,Data Engineer,128000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,81500,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,66837,GB,100,GB,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,63192,GB,100,GB,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,60761,GB,0,GB,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,54685,GB,0,GB,M
2023,Executive-level/Director,Full-Time,Data Engineer,284000,US,100,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,236000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Research Scientist,248100,CA,0,CA,M
2023,Senior-level/Expert,Full-Time,Research Scientist,145900,CA,0,CA,M
2023,Senior-level/Expert,Full-Time,Research Engineer,155850,US,0,US,M
2023,Senior-level/Expert,Full-Time,Research Engineer,102544,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Scientist,151410,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Scientist,115360,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,66531,ES,100,ES,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,59020,ES,100,ES,M
2023,Senior-level/Expert,Full-Time,Data Science Manager,125686,CA,50,CA,M
2023,Senior-level/Expert,Full-Time,Data Engineer,100000,NL,50,NL,L
2023,Entry-level/Junior,Full-Time,Data Scientist,12767,IN,50,IN,L
2023,Senior-level/Expert,Full-Time,Data Scientist,250000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,162500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,185000,GB,0,GB,M
2023,Senior-level/Expert,Full-Time,Data Scientist,120250,GB,0,GB,M
2023,Entry-level/Junior,Full-Time,Data Engineer,26827,DE,100,DE,L
2022,Entry-level/Junior,Full-Time,Data Scientist,180000,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Research Scientist,85000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Research Scientist,70000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,135000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,100000,US,100,US,M
2023,Executive-level/Director,Full-Time,Data Analyst,155000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Analyst,140000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,204500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,142200,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,226700,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,133300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,225000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,156400,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,163800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,126000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,163800,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,126000,US,0,US,M
2023,Senior-level/Expert,Full-Time,ML Engineer,220000,US,0,US,M
2023,Senior-level/Expert,Full-Time,ML Engineer,150000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,145000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,115000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,204500,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Analyst,138900,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,162500,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Engineer,130000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,150000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,107000,US,100,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,175000,US,0,US,M
2023,Executive-level/Director,Full-Time,Data Engineer,110000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,226700,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,133300,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,252000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,129000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,150000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Machine Learning Engineer,125000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,252000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,129000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,225000,US,0,US,M
2023,Senior-level/Expert,Full-Time,Data Scientist,156400,US,0,US,M
2022,Mid-level/Intermediate,Full-Time,Research Scientist,23000,IN,100,IN,L
2023,Mid-level/Intermediate,Full-Time,Machine Learning Engineer,110000,US,100,US,L
2023,Senior-level/Expert,Full-Time,Data Engineer,265000,US,100,US,M
2023,Senior-level/Expert,Full-Time,Data Engineer,182750,US,100,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,130000,US,0,US,M
2023,Mid-level/Intermediate,Full-Time,Data Analyst,100000,US,0,US,M
